id,districtid,regionid,udise,collegename,stream,status,medium,subject,choicecode,ReservationDetails,SC,ST,VJA,NTB,NTC,NTD,OBC,SBC,SEBC,EWS,General,round_id
9570,Thane,Pune,272038923,S.M. Thane Institute,Arts,A,Marathi,General,96333,Open,63.54,58.08,,,,62.419999999999995,56.629999999999995,,55.099999999999994,56.86,60.65,1
9571,Thane,Nagpur,272075271,Pt. Airoli Junior College,Commerce,G,English,General,89008,Open,56.72,55.69,,64.52,59.62,58.93,66.12,65.75999999999999,59.349999999999994,60.599999999999994,64.77,2
9572,Nashik,Nagpur,272020982,Smt. Thane Vidyalaya,Science,A,Semi-English,Commerce,84801,Open,93.25,84.73,,90.8,94.25,93.03,87.16,94.52,87.56,92.60000000000001,90.43,2
9573,Mumbai,Nashik,272020895,Gokhale Mulund Vidyalaya,Science,A,Semi-English,Commerce,21739,Open,92.36999999999999,94.08,90.66,94.55999999999999,,,93.47999999999999,92.58,89.77999999999999,93.74,91.97999999999999,3
9574,Mumbai,Aurangabad,272047495,Vivekanand Andheri College of Commerce,Science,A,English,Arts,54908,Open,93.59,93.2,,96.0,89.77000000000001,98.34,95.79,88.92,90.29,88.57000000000001,96.25,2
9575,Nashik,Nashik,272029952,Tilak Borivali Vidyalaya,Science,A,Marathi,Science,73072,Open,68.27000000000001,73.19000000000001,74.14,69.31,,71.61,74.79,,74.55000000000001,69.62,74.83000000000001,2
9576,Nagpur,Pune,272089465,Pt. Airoli Junior College,Science,A,English,Science,39382,Reserved,87.46,79.6,81.84,81.6,89.34,87.56,88.66,85.38,87.96,85.57,88.9,2
9577,Nagpur,Amravati,272050837,S.M. Bhandup College of Arts & Science,Commerce,A,Marathi,General,79509,Reserved,60.81,63.120000000000005,64.49000000000001,60.49,57.160000000000004,59.290000000000006,59.580000000000005,61.38,64.86,58.84,60.690000000000005,1
9578,Mumbai,Nashik,272035239,N.S. Bhandup Vidyalaya,Commerce,U,English,Science,96701,Open,62.089999999999996,56.269999999999996,,60.55,,61.33,63.05,62.96,59.15,56.21,63.05,2
9579,Pune,Nagpur,272012827,Chhatrapati Airoli Junior College,Science,U,English,Arts,13507,Reserved,86.63,83.87,,88.14,85.7,,87.81,81.95,88.8,87.67,88.89,2
9580,Thane,Nagpur,272015248,Tilak Ghatkopar Institute,Science,U,English,Science,59993,Open,85.61,81.07,78.23,79.14999999999999,86.14,85.74,78.78,,83.37,84.25,83.21,3
9581,Pune,Aurangabad,272013790,N.S. Dadar Junior College,Science,A,Marathi,Commerce,69531,Open,62.13,54.59,,,,,58.51,55.6,55.660000000000004,56.33,60.71,1
9582,Mumbai,Aurangabad,272042091,N.S. Thane Vidyalaya,Commerce,G,English,Science,90359,Reserved,65.53,69.47,,71.74,70.92,,73.74,69.66,67.46,69.45,75.19,1
9583,Nashik,Pune,272069448,R.D. Bhandup Vidyalaya,Science,G,Marathi,General,85011,Reserved,58.46,59.07,58.43,,57.52,55.04,61.54,61.02,55.12,56.03,61.01,3
9584,Nagpur,Aurangabad,272054125,Smt. Dadar Junior College,Science,A,Marathi,Commerce,59924,Reserved,94.06,84.74,,,89.66,92.89,92.67,95.96000000000001,88.24,93.43,93.67,2
9585,Mumbai,Konkan,272042198,Wilson Kalwa College of Arts & Science,Arts,U,English,Arts,70527,Reserved,57.97,55.1,,56.75,55.980000000000004,55.39,60.97,52.13,51.96,57.510000000000005,57.95,3
9586,Pune,Nashik,272084684,Elphinstone Bhandup Junior College,Arts,A,Marathi,General,97334,Reserved,78.31,75.37,80.81,,,,75.78,77.31,75.3,84.49000000000001,81.54,2
9587,Pune,Nagpur,272080500,Shree Thane Junior College,Science,A,Semi-English,General,40299,Reserved,56.35,50.56,58.95,53.25,,56.69,60.07,59.92,59.85,57.11,58.35,3
9588,Mumbai,Konkan,272084003,Gokhale Airoli Junior College,Commerce,U,Semi-English,Commerce,60738,Reserved,60.07,61.199999999999996,63.32,57.129999999999995,55.839999999999996,,63.739999999999995,,57.04,60.98,62.29,1
9589,Thane,Pune,272029464,Chhatrapati Ghatkopar Vidyalaya,Science,G,Marathi,General,69256,Reserved,65.9,65.02,,65.88,64.36,71.16,67.88,66.62,68.65,69.21,72.58,1
9590,Pune,Nagpur,272041888,Pt. Pune College of Commerce,Arts,U,Marathi,Science,33790,Reserved,79.89,77.91,,88.54,85.26,,89.48,83.09,82.46000000000001,80.25,87.34,3
9591,Thane,Konkan,272019587,Dr. Pune College of Commerce,Commerce,A,Marathi,Science,14793,Reserved,71.77,73.3,72.59,,76.62,81.13,77.84,71.27,78.98,77.54,79.0,3
9592,Thane,Konkan,272037155,Chhatrapati Airoli Institute,Science,G,English,Commerce,86550,Open,71.03,74.54,70.03,,71.09,69.13000000000001,76.82000000000001,,74.01,69.98,75.76,2
9593,Nashik,Nagpur,272028769,Vivekanand Andheri College of Arts & Science,Commerce,U,English,Science,98550,Reserved,61.28,62.519999999999996,63.96,65.44,,67.99000000000001,62.300000000000004,,60.290000000000006,65.44,69.18,2
9594,Mumbai,Nashik,272044033,Shree Borivali College of Commerce,Science,U,English,General,61695,Reserved,93.78,93.33999999999999,95.0,,93.28,,93.86,,96.47999999999999,95.47999999999999,95.97,3
9595,Mumbai,Nashik,272067324,Dr. Pune Institute,Science,U,English,Commerce,25488,Open,84.05000000000001,84.9,83.14,89.60000000000001,,85.61,80.79,86.64,87.18,84.07000000000001,87.42,1
9596,Thane,Amravati,272055164,Rajmata Bhandup College of Arts & Science,Science,U,English,Commerce,15905,Reserved,66.12,63.86,66.19,63.7,58.92,61.56,64.95,67.43,67.61,64.88,67.81,2
9597,Nashik,Konkan,272088569,Wilson Airoli Vidyalaya,Commerce,U,Semi-English,Arts,33753,Reserved,71.11,66.94,70.64999999999999,,,,62.809999999999995,,62.98,65.88,68.97999999999999,1
9598,Pune,Nashik,272096337,R.D. Borivali Junior College,Science,A,English,General,35384,Open,64.34,63.870000000000005,64.46000000000001,61.67,62.080000000000005,65.4,64.27,62.18,62.13,67.33,64.72,1
9599,Pune,Konkan,272092099,R.D. Kalwa Institute,Science,A,Marathi,General,70040,Reserved,74.92999999999999,65.07,,74.86,69.44999999999999,70.46,71.6,68.16,69.27,73.91,70.55999999999999,2
9600,Mumbai,Konkan,272075824,Pt. Kalwa College of Commerce,Science,G,Marathi,Arts,33750,Open,68.28,64.76,62.32,,59.080000000000005,,67.11,59.13,59.45,65.17,63.68000000000001,3
9601,Thane,Pune,272059820,Elphinstone Mulund Institute,Science,G,English,Arts,66668,Open,54.269999999999996,51.08,56.39,54.74,54.71,52.22,52.51,,53.46,50.96,59.44,2
9602,Nashik,Pune,272059805,Dr. Andheri Junior College,Arts,A,English,General,50049,Open,57.35,62.28,57.71,57.79,65.94,,62.89,,62.21,61.39,64.24,3
9603,Nashik,Nagpur,272090295,N.S. Borivali Institute,Science,U,Marathi,Arts,39323,Open,76.87,77.47,76.33,84.77,,77.84,80.11,,82.06,85.26,84.33,1
9604,Pune,Konkan,272037353,Rajmata Mulund College of Arts & Science,Science,A,Marathi,Commerce,98424,Reserved,78.59,81.97,,,,,81.65,,81.33,85.38,84.53,1
9605,Pune,Pune,272026621,Elphinstone Kalwa College of Arts & Science,Commerce,A,Semi-English,Commerce,32734,Reserved,63.42,69.56,68.8,63.040000000000006,65.17,,63.85,70.12,65.75,66.26,68.76,1
9606,Nagpur,Nagpur,272072750,Wilson Kalwa College of Arts & Science,Arts,U,English,General,17488,Reserved,80.25,72.10000000000001,74.7,75.75,72.46000000000001,72.89,75.01,79.52000000000001,77.74000000000001,79.10000000000001,78.95,1
9607,Nagpur,Nashik,272080172,N.S. Pune Junior College,Arts,A,Semi-English,Commerce,57688,Reserved,63.46,60.010000000000005,,59.27,57.79,61.85,60.940000000000005,61.06,60.410000000000004,61.81,64.78,1
9608,Thane,Konkan,272043797,Tilak Kalwa Institute,Commerce,U,English,General,76704,Open,91.28,83.78,85.76,82.78,,87.76,86.66000000000001,89.46000000000001,89.96000000000001,90.16000000000001,87.06,1
9609,Nagpur,Pune,272023537,Chhatrapati Kalwa Institute,Science,U,Marathi,Arts,60718,Open,59.199999999999996,56.08,60.11,61.529999999999994,66.97999999999999,66.19,61.83,57.47,59.44,66.0,65.46,2
9610,Nashik,Nashik,272074341,Pt. Ghatkopar College of Arts & Science,Commerce,A,Marathi,Science,84398,Open,56.61,60.0,55.88,59.03,,54.160000000000004,59.26,,55.230000000000004,55.54,63.58,1
9611,Nagpur,Konkan,272096390,Chhatrapati Borivali Vidyalaya,Commerce,G,English,Commerce,84174,Reserved,51.86,52.65,60.01,53.379999999999995,59.98,,52.12,58.22,60.26,57.949999999999996,56.879999999999995,2
9612,Mumbai,Nagpur,272082580,Gokhale Ghatkopar College of Arts & Science,Science,G,English,Commerce,67518,Open,81.39,77.89,,75.73,82.11,74.16,79.26,,75.69,79.3,79.52000000000001,3
9613,Mumbai,Konkan,272036437,R.D. Kalwa Institute,Arts,A,English,Arts,30739,Open,68.65,73.74000000000001,71.65,75.48,,71.28,71.31,66.12,73.03,75.0,75.49000000000001,2
9614,Pune,Pune,272099523,Rajmata Andheri Vidyalaya,Science,A,English,Commerce,44990,Open,80.41999999999999,76.99,,80.61999999999999,80.63,79.03,80.53,75.78,76.85,76.25999999999999,79.22999999999999,3
9615,Pune,Nashik,272075133,Shree Borivali College of Commerce,Arts,A,Marathi,General,57588,Open,91.64999999999999,93.22,90.52,,94.57,94.52,90.75999999999999,87.85,89.31,95.94999999999999,93.86,3
9616,Thane,Konkan,272064097,N.S. Dadar College of Commerce,Arts,U,English,Commerce,91323,Reserved,87.76,84.5,,93.74,85.61,86.74,90.89,85.06,85.12,92.64,93.94,1
9617,Mumbai,Konkan,272054891,Smt. Ghatkopar Junior College,Commerce,A,Marathi,Arts,71469,Reserved,76.86,77.8,77.99000000000001,79.47,82.10000000000001,75.74000000000001,81.12,74.0,80.9,73.31,82.73,2
9618,Thane,Nagpur,272084727,Shree Thane College of Commerce,Arts,A,English,General,23573,Reserved,70.05,62.379999999999995,63.779999999999994,69.41,63.58999999999999,71.33999999999999,67.36,68.58,65.17999999999999,72.08,70.64999999999999,3
9619,Thane,Amravati,272019381,R.D. Dadar College of Commerce,Commerce,U,Marathi,Commerce,97106,Open,60.480000000000004,54.96,62.4,58.32,,59.910000000000004,63.85,58.51,56.01,56.77,63.78,1
9620,Nagpur,Konkan,272054672,K.C. Pune College of Arts & Science,Science,A,Marathi,Commerce,94620,Open,80.61,79.89,74.97999999999999,76.92999999999999,,,74.07,,77.44,76.08,79.63,3
9621,Pune,Amravati,272037565,Gokhale Andheri Vidyalaya,Commerce,G,Marathi,Commerce,57714,Reserved,67.14,66.19,73.63,,72.3,67.25999999999999,66.77,68.89999999999999,68.33,71.64999999999999,71.05,2
9622,Thane,Amravati,272078654,Pt. Borivali College of Arts & Science,Science,G,Marathi,Commerce,57436,Open,55.56,55.93,59.47,,51.18,58.72,53.69,58.38,51.42,57.78,57.03,1
9623,Thane,Nashik,272028279,S.M. Pune Institute,Science,G,English,Science,99394,Open,85.29,85.22000000000001,89.36000000000001,,86.94000000000001,90.12,89.66000000000001,83.4,86.84,88.30000000000001,90.59,2
9624,Pune,Aurangabad,272015405,Rajmata Andheri Vidyalaya,Commerce,U,Semi-English,Science,68186,Reserved,62.15,58.06,62.01,,58.51,59.23,66.53,59.75,60.41,65.97,62.92,2
9625,Pune,Nagpur,272022353,Gokhale Bhandup Institute,Science,A,English,Arts,91010,Reserved,89.77000000000001,91.33,86.33,87.23,86.03,91.43,89.43,85.94,93.08,92.2,89.13000000000001,2
9626,Mumbai,Amravati,272022892,Dr. Andheri Institute,Science,A,English,Science,35620,Reserved,95.15,97.44,,91.77,,91.74,93.38,91.66,94.2,98.77,96.06,1
9627,Pune,Nashik,272046017,N.S. Andheri College of Arts & Science,Commerce,A,English,Arts,30572,Reserved,64.08,67.28,70.79,66.85,65.3,69.86,64.48,73.06,65.94,68.21,70.76,2
9628,Nagpur,Nagpur,272097464,Smt. Dadar Vidyalaya,Arts,A,Marathi,General,74080,Reserved,65.53,66.92999999999999,,,,74.07,65.23,72.65,67.32,73.77,74.95,2
9629,Mumbai,Pune,272013975,S.M. Thane Institute,Science,A,Marathi,Science,71198,Open,89.73,81.78,,90.89,,86.47,86.66,,85.44,87.59,89.56,3
9630,Thane,Amravati,272060834,S.M. Kalwa College of Arts & Science,Science,U,Marathi,General,10932,Reserved,92.13,81.42,89.15,87.95,90.35000000000001,82.6,83.33,83.31,87.87,89.3,89.71000000000001,3
9631,Nagpur,Aurangabad,272056281,N.S. Dadar Vidyalaya,Science,A,English,Science,25537,Reserved,82.77,77.57,,84.71,86.14,,83.03999999999999,79.91,79.62,80.39,88.5,3
9632,Nagpur,Pune,272031452,S.M. Pune Institute,Commerce,U,English,Arts,25156,Reserved,55.11,53.779999999999994,56.9,,,56.199999999999996,55.349999999999994,59.669999999999995,58.989999999999995,58.839999999999996,55.629999999999995,1
9633,Mumbai,Nagpur,272066094,Tilak Ghatkopar College of Arts & Science,Science,U,Semi-English,General,99298,Reserved,92.63000000000001,87.15,89.36,95.51,,89.11,91.46000000000001,,93.83,89.99000000000001,96.63000000000001,1
9634,Thane,Amravati,272061500,K.C. Borivali Vidyalaya,Commerce,G,Marathi,Commerce,53993,Open,84.46,80.08999999999999,80.42999999999999,,84.06,84.35,85.33,81.16,84.8,81.69,86.86,1
9635,Mumbai,Amravati,272048382,Gokhale Bhandup College of Arts & Science,Science,A,English,Commerce,50403,Open,80.14,77.54,72.97,73.33,77.64,79.08,73.77,,74.38,81.15,81.71,2
9636,Nashik,Aurangabad,272034115,Dr. Andheri College of Arts & Science,Science,U,Marathi,Science,98844,Reserved,64.56,66.84,,69.26,65.35000000000001,72.61,71.7,65.75,72.06,67.49000000000001,73.4,1
9637,Nashik,Konkan,272066502,Elphinstone Bhandup Junior College,Arts,U,English,General,91078,Open,82.93,83.93,86.14,,,,90.34,90.53,87.02,84.72,87.81,2
9638,Mumbai,Aurangabad,272068342,Shree Ghatkopar College of Arts & Science,Science,G,English,Arts,22566,Open,74.84,75.12,77.61,79.28,,77.73,82.56,,77.3,75.36,80.61,1
9639,Thane,Nashik,272038878,R.D. Pune Vidyalaya,Commerce,G,English,Arts,71150,Reserved,90.77,87.75,85.77,,90.8,,84.62,92.55,86.07,85.63,88.62,2
9640,Thane,Nashik,272058339,Rajmata Borivali Vidyalaya,Science,A,English,Commerce,98595,Open,83.28,86.0,,81.45,88.94,84.0,89.92999999999999,,90.7,84.53999999999999,86.41,1
9641,Pune,Aurangabad,272018337,Dr. Dadar Junior College,Commerce,G,English,Commerce,75422,Reserved,65.74000000000001,61.89000000000001,,62.77,,63.410000000000004,65.94000000000001,61.81,65.55000000000001,66.19000000000001,68.43,1
9642,Nagpur,Aurangabad,272028939,N.S. Kalwa College of Commerce,Commerce,G,Semi-English,Science,36948,Open,74.27000000000001,66.49000000000001,,,,74.74000000000001,75.36,69.76,68.93,76.91000000000001,73.60000000000001,3
9643,Mumbai,Aurangabad,272073943,Pt. Kalwa College of Commerce,Science,G,Marathi,Arts,91965,Reserved,63.69,55.55,59.79,57.14,,56.07,59.23,,63.39,61.85,65.05,2
9644,Nagpur,Aurangabad,272033996,Pt. Thane Vidyalaya,Science,G,English,General,33971,Open,60.93,61.970000000000006,,61.330000000000005,,61.07,62.36,64.4,65.06,60.040000000000006,64.48,3
9645,Nagpur,Aurangabad,272046654,Elphinstone Bhandup Junior College,Science,A,Marathi,Commerce,64225,Reserved,94.28999999999999,91.47,,94.64999999999999,87.77,96.52,93.67999999999999,91.58,91.74,92.82,95.7,2
9646,Nashik,Amravati,272051408,Elphinstone Mulund Junior College,Commerce,U,Semi-English,General,10603,Open,75.63,73.88,,79.8,79.78999999999999,,73.96,73.33,77.92999999999999,80.55999999999999,79.67,3
9647,Nashik,Nagpur,272055275,Dr. Pune College of Commerce,Arts,G,English,Arts,86839,Open,73.54,71.43,78.84,74.58,77.34,76.39,79.48,,77.9,78.97,80.63000000000001,1
9648,Mumbai,Nagpur,272038915,Tilak Bhandup Vidyalaya,Commerce,A,Semi-English,General,65575,Open,71.94,70.94999999999999,,65.83,66.47999999999999,75.32,71.5,71.35,74.55,65.53999999999999,74.39999999999999,1
9649,Mumbai,Pune,272042624,Tilak Dadar College of Commerce,Commerce,A,Marathi,Arts,76581,Reserved,88.42,80.23,81.78,85.03,,85.59,80.93,,83.42,80.96,87.56,2
9650,Thane,Nashik,272074095,Tilak Andheri Vidyalaya,Science,U,English,Arts,54607,Open,59.1,58.71,,63.61,,60.51,61.53,61.46,57.38,57.14,63.94,3
9651,Mumbai,Nashik,272057897,Shree Thane Institute,Science,A,English,General,63254,Open,91.91,86.24,88.92999999999999,92.41,92.74,85.05999999999999,84.39,,93.27,91.47,89.11999999999999,2
9652,Thane,Nagpur,272098164,Gokhale Dadar College of Commerce,Science,G,English,General,76635,Reserved,63.690000000000005,59.99,66.47,61.18000000000001,69.9,,64.9,61.720000000000006,61.2,69.65,65.86,2
9653,Thane,Nagpur,272061413,K.C. Borivali Vidyalaya,Science,U,Marathi,General,82328,Open,54.59,59.54,60.3,62.91,59.42,,55.81,,57.83,61.57,58.24,1
9654,Mumbai,Pune,272051158,Elphinstone Dadar College of Commerce,Science,U,English,Arts,80259,Open,82.99,87.25,,82.89,,82.21,83.00999999999999,85.50999999999999,86.25,87.94,87.75999999999999,2
9655,Thane,Aurangabad,272060581,Gokhale Ghatkopar College of Arts & Science,Commerce,A,Marathi,Science,93997,Reserved,60.08,59.72,,58.7,66.08,62.05,62.6,64.44,63.69,58.88,63.32,2
9656,Nagpur,Nagpur,272090425,Smt. Dadar Institute,Commerce,G,Marathi,Arts,82128,Open,65.02,58.52,,63.06,65.2,58.25,65.0,64.3,59.56,57.84,62.78,3
9657,Thane,Nagpur,272071507,Tilak Airoli Vidyalaya,Arts,G,English,Arts,65063,Reserved,70.8,71.61999999999999,78.71,77.42999999999999,,75.28999999999999,76.97,73.97,75.61,73.58,79.16,2
9658,Nagpur,Pune,272063835,Dr. Thane Vidyalaya,Science,G,Semi-English,Science,18236,Reserved,57.57,54.29,,54.06,,52.68,53.93,,52.75,58.839999999999996,58.25,1
9659,Nagpur,Aurangabad,272044102,Rajmata Bhandup College of Commerce,Commerce,G,Semi-English,Commerce,14578,Reserved,63.690000000000005,60.29,,,,56.17,57.06,60.47,58.160000000000004,58.120000000000005,62.68,1
9660,Nagpur,Nashik,272079328,Smt. Dadar Institute,Arts,G,English,General,78648,Reserved,76.63,80.33,,,,79.96,74.97999999999999,76.66,84.05999999999999,78.85,83.67999999999999,1
9661,Pune,Nagpur,272067840,Wilson Kalwa Vidyalaya,Commerce,G,Semi-English,General,54960,Reserved,71.98,73.55,69.94,71.78,71.98,76.49,78.35,,71.78,71.89,74.21000000000001,2
9662,Pune,Konkan,272077018,N.S. Dadar Junior College,Science,A,English,Commerce,98283,Reserved,76.38,75.99,,81.42,80.46,74.98,78.23,72.41,72.64,81.1,79.99,1
9663,Thane,Nashik,272048470,Vivekanand Andheri College of Arts & Science,Science,U,English,General,89292,Open,63.68000000000001,64.06,,67.03,,,67.12,66.23,68.97,64.88000000000001,66.78,2
9664,Mumbai,Nashik,272087159,Tilak Borivali College of Commerce,Science,U,English,Arts,72165,Reserved,59.339999999999996,58.44,,,57.339999999999996,,57.25,,60.17,58.449999999999996,63.19,2
9665,Thane,Konkan,272065818,R.D. Pune College of Commerce,Science,G,Marathi,Commerce,36275,Reserved,84.61,79.03,80.63,80.59,79.27,79.11,83.36,82.73,76.46000000000001,77.43,83.85,1
9666,Pune,Pune,272030937,Dr. Kalwa Junior College,Commerce,U,Marathi,Science,55451,Reserved,73.6,68.85,,69.21,69.55,,67.74,,71.19,74.07,75.67,2
9667,Nashik,Amravati,272031585,S.M. Borivali Junior College,Science,U,English,Arts,75661,Open,85.73,83.96,79.51,80.39,80.16,81.98,86.83,82.35,79.47,82.9,87.41,3
9668,Nashik,Aurangabad,272046527,K.C. Pune College of Commerce,Science,G,English,Arts,59611,Reserved,57.279999999999994,51.44,56.529999999999994,54.43,62.05,59.769999999999996,58.279999999999994,,55.489999999999995,56.129999999999995,59.239999999999995,2
9669,Thane,Aurangabad,272085727,Smt. Airoli College of Arts & Science,Commerce,G,English,Arts,72763,Open,69.14999999999999,72.39,69.50999999999999,74.24,76.6,76.67999999999999,75.09,73.78999999999999,67.72999999999999,73.42999999999999,72.38,2
9670,Pune,Nashik,272047745,Pt. Borivali Institute,Arts,G,Semi-English,Arts,87484,Reserved,74.19999999999999,77.94,77.39999999999999,79.1,82.42,77.53,82.17999999999999,,79.49,81.25,79.11,2
9671,Nagpur,Konkan,272058183,Chhatrapati Kalwa Vidyalaya,Commerce,U,Semi-English,General,48449,Reserved,67.24,70.11999999999999,71.99,66.91,,76.39999999999999,66.61,73.94,69.63,72.25,73.8,1
9672,Pune,Nashik,272025769,R.D. Ghatkopar College of Arts & Science,Commerce,G,Marathi,Arts,37857,Reserved,61.980000000000004,57.25,,,60.550000000000004,61.050000000000004,63.46,,55.92,57.2,64.81,1
9673,Thane,Nashik,272012841,Vivekanand Bhandup Vidyalaya,Science,G,Marathi,General,35499,Open,93.83000000000001,88.71000000000001,86.74000000000001,93.08000000000001,,93.46000000000001,87.94000000000001,91.74000000000001,89.21000000000001,93.66000000000001,90.91000000000001,1
9674,Pune,Nagpur,272050216,Shree Mulund College of Arts & Science,Science,A,Marathi,General,63834,Reserved,71.67999999999999,71.91,,,,71.86,74.55,,74.49,79.19,77.94999999999999,1
9675,Nashik,Pune,272063319,Tilak Kalwa College of Arts & Science,Science,U,English,General,45888,Open,95.10000000000001,93.26,95.24000000000001,,87.82000000000001,,93.95,95.28,92.34,90.32000000000001,94.43,3
9676,Nagpur,Aurangabad,272091982,R.D. Thane Institute,Commerce,A,English,General,45591,Open,59.980000000000004,62.230000000000004,,62.050000000000004,55.54,,60.09,55.230000000000004,59.84,57.74,61.620000000000005,1
9677,Thane,Amravati,272028099,Pt. Kalwa College of Commerce,Arts,A,Marathi,Science,75035,Open,70.75,63.18000000000001,66.65,66.01,70.3,,70.45,,69.89,65.17,71.81,3
9678,Thane,Konkan,272051274,K.C. Thane College of Commerce,Science,G,Marathi,General,16692,Open,90.14,90.26,97.49000000000001,96.14,95.63000000000001,89.19,91.38000000000001,91.89,94.98,90.82000000000001,97.23,3
9679,Mumbai,Amravati,272010761,Pt. Thane Institute,Commerce,A,English,General,32048,Reserved,62.330000000000005,56.230000000000004,66.05,62.620000000000005,64.29,57.86000000000001,61.07,57.0,59.03,61.260000000000005,64.0,2
9680,Nagpur,Konkan,272064168,S.M. Kalwa College of Arts & Science,Science,A,Semi-English,Commerce,60158,Open,88.54,86.47,89.42,,,,92.29,88.06,90.05,90.72,90.27,2
9681,Thane,Aurangabad,272085837,Rajmata Andheri Vidyalaya,Commerce,A,Semi-English,Science,36314,Reserved,75.64,73.53999999999999,82.63,81.44,77.96,,77.42,79.02,84.58,84.32,80.6,1
9682,Pune,Pune,272026988,N.S. Mulund College of Commerce,Science,A,English,Arts,29710,Reserved,54.14,49.03,55.61,55.44,50.709999999999994,60.169999999999995,51.9,56.169999999999995,59.37,59.089999999999996,58.26,2
9683,Pune,Amravati,272084381,S.M. Thane Institute,Science,G,Marathi,General,74225,Open,86.53999999999999,76.82,,84.8,,82.84,84.53999999999999,83.91,81.46,82.48,87.17,3
9684,Pune,Konkan,272064893,Smt. Borivali College of Arts & Science,Arts,G,Semi-English,General,61853,Reserved,86.66,83.86999999999999,,86.14999999999999,,90.36999999999999,94.47999999999999,85.31,92.96,92.42999999999999,94.58,1
9685,Pune,Nashik,272052859,Smt. Borivali College of Commerce,Commerce,G,English,Science,74591,Reserved,58.5,58.64,51.559999999999995,59.11,53.089999999999996,57.62,54.029999999999994,54.66,60.48,61.29,60.79,1
9686,Thane,Aurangabad,272060210,Shree Pune Junior College,Commerce,G,Marathi,Commerce,96226,Open,58.51,55.440000000000005,,,,57.75,57.54,58.64,59.07,60.35,62.27,1
9687,Nashik,Pune,272079970,Wilson Pune Vidyalaya,Science,G,English,Arts,65613,Reserved,51.38,48.72,55.39,60.64,60.150000000000006,54.910000000000004,52.06,58.07,57.95,57.89,60.45,2
9688,Nagpur,Nagpur,272053752,Smt. Airoli College of Arts & Science,Science,G,English,Arts,55960,Reserved,65.99,62.97,66.93,74.52,67.0,71.35,70.63,67.39,74.21000000000001,72.32000000000001,71.0,1
9689,Pune,Nashik,272024399,Dr. Thane Institute,Science,A,Semi-English,Science,87925,Open,92.02,84.24000000000001,,94.63000000000001,95.44,90.95,92.79,86.22,88.94,90.5,94.23,2
9690,Thane,Pune,272028742,Tilak Thane Vidyalaya,Arts,G,English,Science,61604,Open,98.26,91.64,,96.24000000000001,91.4,,97.63000000000001,94.18,95.06,90.65,93.37,2
9691,Thane,Konkan,272098102,R.D. Kalwa College of Commerce,Arts,U,English,Commerce,44581,Open,76.36,71.98,77.52,81.95,74.46,74.82,82.25999999999999,79.99,74.75,76.25,78.99,1
9692,Pune,Nashik,272017108,Shree Pune Junior College,Commerce,U,English,Science,53880,Reserved,83.8,80.02,89.21,83.00999999999999,90.06,84.94,80.86999999999999,90.17999999999999,83.89,87.14999999999999,89.58,3
9693,Mumbai,Nagpur,272065273,Pt. Borivali College of Commerce,Science,A,English,Commerce,77927,Open,69.92,66.61,,73.37,73.19,76.17,75.64,,70.37,76.58,73.7,1
9694,Thane,Nagpur,272026564,Wilson Pune Vidyalaya,Arts,A,English,Commerce,68254,Open,72.0,67.29,,69.29,70.13000000000001,69.17,69.75,,70.91000000000001,70.15,72.97000000000001,1
9695,Nagpur,Pune,272068629,Shree Borivali College of Commerce,Commerce,U,Marathi,General,95959,Open,88.48,86.97,86.55,86.38,88.28,81.49,82.64,88.3,83.83,81.58,90.87,1
9696,Nagpur,Aurangabad,272064773,Gokhale Dadar College of Commerce,Commerce,A,English,Arts,60757,Reserved,82.87,73.35,78.34,,84.47,77.5,84.17,78.28,79.62,79.79,81.81,3
9697,Mumbai,Amravati,272074512,Smt. Kalwa College of Commerce,Science,U,Marathi,Arts,60464,Open,65.9,68.7,,,71.48,,72.23,65.24000000000001,74.44,72.21000000000001,74.0,3
9698,Thane,Nagpur,272033504,K.C. Kalwa College of Commerce,Commerce,U,Marathi,General,91136,Reserved,74.16999999999999,77.36,82.11999999999999,77.69,,77.16,82.41,77.39999999999999,81.80999999999999,82.32,78.94,1
9699,Mumbai,Nagpur,272088286,Smt. Bhandup Vidyalaya,Commerce,U,English,Arts,43984,Reserved,85.36,82.73,84.86,,,82.71,90.28,84.69,82.39,91.06,90.41,1
9700,Thane,Amravati,272040332,Tilak Pune College of Commerce,Arts,A,Marathi,Science,86463,Open,65.83,71.78,68.43,64.76,69.31,73.89,73.39,,65.11,66.28,71.93,3
9701,Thane,Nashik,272051887,Shree Pune College of Arts & Science,Arts,G,Marathi,General,92970,Reserved,61.52,59.89000000000001,64.22,,65.87,67.47,68.86,,66.42,70.21000000000001,69.27000000000001,2
9702,Mumbai,Aurangabad,272012855,Gokhale Ghatkopar Junior College,Science,G,English,Commerce,44744,Reserved,87.50999999999999,87.44999999999999,,87.05999999999999,,88.91,87.08999999999999,,91.33,92.41,93.5,1
9703,Nashik,Aurangabad,272090463,Wilson Pune College of Arts & Science,Commerce,A,English,Commerce,68014,Reserved,91.16,86.13,95.39999999999999,,93.64999999999999,,88.46,89.52,94.66,97.67,97.45,2
9704,Pune,Pune,272067783,Rajmata Borivali Junior College,Arts,A,Marathi,Science,20263,Open,69.58,62.3,,60.72,64.41,,63.769999999999996,65.47,67.75,68.59,68.21,3
